From;To;Type;Through;Comment;;;;;;
6261;4371;river;0;Alpine - Muzquiz;;;;;;
6261;4366;river;0;Alpine - Camargo;;;;;;
6261;4367;river;0;Alpine - Ojinaga;;;;;;
4367;6260;river;0;Ojinaga - Pecos;;;;;;
4367;718;river;0;Ojinaga - El Paso;;;;;;
718;740;river;0;El Paso - Ciudad Juárez;;;;;;
718;6947;river;0;El Paso - Ascension;;;;;;
;;;;;;;;;;
# Alaska;;;;;;;;;;
6856;6857;river;0;Quinhagak - Bethel;;;;;;
6856;6861;river;0;Quinhagak - Shageluk;;;;;;
6862;6861;river;0;Kashegelok - Shageluk;;;;;;
6862;6853;river;0;Kashegelok - Palmer;;;;;;
6859;6858;river;0;St. Michael - Hooper Bay;;;;;;
6859;6861;river;0;St. Michael - Shageluk;;;;;;
6861;6866;river;0;Shageluk - Koyukuk;;;;;;
6861;550;river;0;Shageluk - Fairbanks;;;;;;
6866;550;river;0;Koyukuk - Fairbanks;;;;;;
550;6865;river;0;Fairbanks - Nenana;;;;;;
550;6863;river;0;Fairbanks - Delta Junction;;;;;;
6863;6864;river;0;Delta Junction - Eagle;;;;;;
6847;6850;river;0;Taku Harbor - Ketchikan;;;;;;
6847;6779;river;0;Taku Harbor - Iskut River;;;;;;
;;;;;;;;;;
# Canada;;;;;;;;;;
6793;6787;river;0;Forty Mile - Dawson City;;;;;;
6793;6789;river;0;Forty Mile - Mayo;;;;;;
6788;6789;river;0;Carmacks - Mayo;;;;;;
6788;6790;river;0;Carmacks - Teslin;;;;;;
6790;552;river;0;Teslin - Whitehorse;;;;;;
6790;6780;river;0;Teslin - Bennett;;;;;;
6780;6773;river;0;Bennett - Atlin;;;;;;
6799;6796;river;0;Fort Providence - Rae;;;;;;
6799;6798;river;0;Fort Providence - Fort McPherson;;;;;;
6799;6797;river;0;Fort Providence - Fort Simpson;;;;;;
6799;6794;river;0;Fort Providence - Hay River;;;;;;
6794;6797;river;0;Hay River - Fort Simpson;;;;;;
6794;6792;river;0;Hay River - Two and One-Half Mile Village;;;;;;
6794;6781;river;0;Hay River - Lower Post;;;;;;
6781;6782;river;0;Lower Post - Fort Nelson;;;;;;
6781;6778;river;0;Lower Post - Tahltan;;;;;;
6778;6792;river;0;Tahltan - Two and One-Half Mile Village;;;;;;
6792;6790;river;0;Two and One-Half Mile Village - Teslin;;;;;;
6779;6773;river;0;Iskut River - Atlin;;;;;;
6779;6778;river;0;Iskut River - Tahltan;;;;;;
2727;6767;river;0;Prince Rupert - Kitimat;;;;;;
2727;6769;river;0;Prince Rupert - Vanderhoof;;;;;;
6795;6794;river;0;Fort Smith, NT - Hay River;;;;;;
6795;6815;river;0;Fort Smith, NT - Meander River;;;;;;
6815;6821;river;0;Meander River - High Level;;;;;;
6753;541;river;0;Surrey - Vancouver;;;;;;
6753;6777;river;0;Surrey - Yale;;;;;;
6777;6754;river;0;Yale - Kamloops;;;;;;
6777;6775;river;0;Yale - Clinton;;;;;;
6775;6765;river;0;Clinton - Squamish;;;;;;
6775;6785;river;0;Clinton - Hanceville;;;;;;
6761;6785;river;0;Williams Lake - Hanceville;;;;;;
6761;6786;river;0;Williams Lake - Alexis Creek;;;;;;
6762;6786;river;0;Quesnel - Alexis Creek;;;;;;
6762;2728;river;0;Quesnel - Prince George;;;;;;
6762;6776;river;0;Quesnel - Bend;;;;;;
6766;6096;river;0;Summerland - Republic;;;;;;
6766;2726;river;0;Summerland - Kelowna;;;;;;
6763;6096;river;0;Nelson, BC - Republic;;;;;;
6763;2726;river;0;Nelson, BC - Kelowna;;;;;;
2726;6764;river;0;Kelowna - Revelstoke;;;;;;
6764;6759;river;0;Revelstoke - Salmon Arm;;;;;;
6759;6762;river;0;Salmon Arm - Quesnel;;;;;;
6770;6778;river;0;Fort St. James - Tahltan;;;;;;
6770;554;river;0;Fort St. James - Fort St. John;;;;;;
6770;6760;river;0;Fort St. James - Dawson Creek;;;;;;
6760;2728;river;0;Dawson Creek - Prince George;;;;;;
6760;554;river;0;Dawson Creek - Fort St. John;;;;;;
554;555;river;0;Fort St. John - Grande Prairie;;;;;;
6800;6795;river;0;Snowdrift - Fort Smith, NT;;;;;;
6800;6828;river;0;Snowdrift - Fitzgerald;;;;;;
6828;6830;river;0;Fitzgerald - Fort Chipewyan;;;;;;
6830;6825;river;0;Fort Chipewyan - Fort MacKay;;;;;;
6825;6828;river;0;Fort MacKay - Fitzgerald;;;;;;
6826;6828;river;0;Fort Vermilion - Fitzgerald;;;;;;
6826;6821;river;0;Fort Vermilion - High Level;;;;;;
6826;6822;river;0;Fort Vermilion - Fairview;;;;;;
6822;6814;river;0;Fairview - Peace River;;;;;;
6822;555;river;0;Fairview - Grande Prairie;;;;;;
555;6814;river;0;Grande Prairie - Peace River;;;;;;
555;6813;river;0;Grande Prairie - Slave Lake;;;;;;
555;6824;river;0;Grande Prairie - Valleyview;;;;;;
6835;6833;river;0;Padlei - Baker Lake;;;;;;
560;6834;river;0;Rankin Inlet - Igloolik;;;;;;
6825;6831;river;0;Fort MacKay - Bitumount;;;;;;
6825;6827;river;0;Fort MacKay - Fort McMurray;;;;;;
6829;6827;river;0;Trout Lake - Fort McMurray;;;;;;
6829;6808;river;0;Trout Lake - Grand Centre;;;;;;
6829;6818;river;0;Trout Lake - Westlock;;;;;;
6813;6818;river;0;Slave Lake - Westlock;;;;;;
6813;6812;river;0;Slave Lake - Whitecourt;;;;;;
6824;6812;river;0;Valleyview - Whitecourt;;;;;;
6824;6811;river;0;Valleyview - Hinton;;;;;;
6808;6816;river;0;Grand Centre - Bonnyville;;;;;;
6808;6728;river;0;Grand Centre - Meadow Lake;;;;;;
6816;6729;river;0;Bonnyville - Kindersley;;;;;;
6806;6816;river;0;Lloydminster - Bonnyville;;;;;;
6806;6818;river;0;Lloydminster - Westlock;;;;;;
6806;796;river;0;Lloydminster - Edmonton;;;;;;
6807;796;river;0;Leduc - Edmonton;;;;;;
6807;6811;river;0;Leduc - Hinton;;;;;;
6811;6810;river;0;Hinton - Sylvan Lake;;;;;;
6810;6805;river;0;Sylvan Lake - Airdrie;;;;;;
6810;6802;river;0;Sylvan Lake - Red Deer;;;;;;
6802;6807;river;0;Red Deer - Leduc;;;;;;
6802;6817;river;0;Red Deer - Wainwright;;;;;;
6802;6823;river;0;Red Deer - Hanna;;;;;;
6823;6809;river;0;Hanna - Brooks;;;;;;
6809;6730;river;0;Brooks - Eston;;;;;;
6809;6731;river;0;Brooks - Swift Current;;;;;;
6809;6804;river;0;Brooks - Medicine Hat;;;;;;
6809;6803;river;0;Brooks - Lethbridge;;;;;;
6809;6819;river;0;Brooks - Claresholm;;;;;;
6802;6819;river;0;Red Deer - Claresholm;;;;;;
6802;797;river;0;Red Deer - Calgary;;;;;;
797;6805;river;0;Calgary - Airdrie;;;;;;
6819;6803;river;0;Claresholm - Lethbridge;;;;;;
6819;6820;river;0;Claresholm - Pincher Creek;;;;;;
6820;797;river;0;Pincher Creek - Calgary;;;;;;
6725;6726;river;0;Fond-du-Lac - La Loche;;;;;;
6725;6735;river;0;Fond-du-Lac - Cree Lake;;;;;;
6725;6733;river;0;Fond-du-Lac - Stanley Mission;;;;;;
6725;6707;river;0;Fond-du-Lac - Brochet;;;;;;
6707;6706;river;0;Brochet - Lac Brochet;;;;;;
6734;6733;river;0;Southend - Stanley Mission;;;;;;
6734;6743;river;0;Southend - Sandy Bay;;;;;;
6743;6706;river;0;Sandy Bay - Lac Brochet;;;;;;
6743;6733;river;0;Sandy Bay - Stanley Mission;;;;;;
6733;6736;river;0;Stanley Mission - La Ronge;;;;;;
6733;6740;river;0;Stanley Mission - Pinehouse;;;;;;
6740;6735;river;0;Pinehouse - Cree Lake;;;;;;
6740;6727;river;0;Pinehouse - Pierceland;;;;;;
6727;6728;river;0;Pierceland - Meadow Lake;;;;;;
6727;6735;river;0;Pierceland - Cree Lake;;;;;;
6728;6729;river;0;Meadow Lake - Kindersley;;;;;;
6728;6741;river;0;Meadow Lake - Battleford;;;;;;
6739;6741;river;0;North Battleford - Battleford;;;;;;
6739;6738;river;0;North Battleford - Prince Albert;;;;;;
6737;6738;river;0;Choiceland - Prince Albert;;;;;;
6737;6744;river;0;Choiceland - Humboldt;;;;;;
6737;6742;river;0;Choiceland - Nipawin;;;;;;
6743;6742;river;0;Sandy Bay - Nipawin;;;;;;
6743;6708;river;0;Sandy Bay - The Pas;;;;;;
6738;6744;river;0;Prince Albert - Humboldt;;;;;;
6738;798;river;0;Prince Albert - Saskatoon;;;;;;
798;6741;river;0;Saskatoon - Battleford;;;;;;
798;6730;river;0;Saskatoon - Eston;;;;;;
6730;6749;river;0;Eston - Moose Jaw;;;;;;
6730;6731;river;0;Eston - Swift Current;;;;;;
6745;6746;river;0;Yorkton - Kamsack;;;;;;
6745;6710;river;0;Yorkton - Dauphin;;;;;;
6745;6711;river;0;Yorkton - Neepawa;;;;;;
6747;799;river;0;Regina Beach - Regina;;;;;;
6747;6751;river;0;Regina Beach - Moosomin;;;;;;
6751;6745;river;0;Moosomin - Yorkton;;;;;;
6751;6711;river;0;Moosomin - Neepawa;;;;;;
6706;566;river;0;Lac Brochet - Flin Flon;;;;;;
6706;6715;river;0;Lac Brochet - Nelson House;;;;;;
6705;6713;river;0;Prince of Wales Fort - Churchill;;;;;;
6705;6714;river;0;Prince of Wales Fort - Port Nelson;;;;;;
6705;6715;river;0;Prince of Wales Fort - Nelson House;;;;;;
6714;6716;river;0;Port Nelson - York Factory;;;;;;
6714;2725;river;0;Port Nelson - Norway House;;;;;;
2725;6715;river;0;Norway House - Nelson House;;;;;;
2725;6724;river;0;Norway House - Grand Rapids, MB;;;;;;
6724;6718;river;0;Grand Rapids, MB - Gypsumville;;;;;;
566;6708;river;0;Flin Flon - The Pas;;;;;;
2725;6719;river;0;Norway House - Berens River;;;;;;
6718;6717;river;0;Gypsumville - Arborg;;;;;;
6712;6711;river;0;Brandon - Neepawa;;;;;;
6712;6723;river;0;Brandon - Deloraine;;;;;;
6711;6723;river;0;Neepawa - Deloraine;;;;;;
6711;6722;river;0;Neepawa - Winkler;;;;;;
6722;569;river;0;Winkler - Winnipeg;;;;;;
6722;6720;river;0;Winkler - Steinbach;;;;;;
6722;6345;river;0;Winkler - Thief River Falls;;;;;;
6720;569;river;0;Steinbach - Winnipeg;;;;;;
6721;6719;river;0;Lac du Bonnet - Berens River;;;;;;
6721;6672;river;0;Lac du Bonnet - Deer Lake;;;;;;
6673;6672;river;0;Keewatin - Deer Lake;;;;;;
6673;6678;river;0;Keewatin - Kenora;;;;;;
6678;6675;river;0;Kenora - Red Lake;;;;;;
6678;6674;river;0;Kenora - Savant Lake;;;;;;
6681;6674;river;0;Ignace - Savant Lake;;;;;;
6681;6680;river;0;Ignace - Armstrong;;;;;;
6685;6680;river;0;Geraldton - Armstrong;;;;;;
6685;571;river;0;Geraldton - Fort William;;;;;;
6341;571;river;0;Two Harbors - Fort William;;;;;;
6341;6682;river;0;Two Harbors - Atikokan;;;;;;
6340;6682;river;0;Hibbing - Atikokan;;;;;;
6340;6679;river;0;Hibbing - Fort Frances;;;;;;
6344;6679;river;0;International Falls - Fort Frances;;;;;;
6670;6669;river;0;Fort Severn - Winisk;;;;;;
6670;6676;river;0;Fort Severn - Big Trout Lake;;;;;;
6670;6672;river;0;Fort Severn - Deer Lake;;;;;;
6668;6669;river;0;Attawapiskat - Winisk;;;;;;
6668;6666;river;0;Attawapiskat - English River Post;;;;;;
6666;6667;river;0;English River Post - Moosonee;;;;;;
6666;6686;river;0;English River Post - Pagwa River;;;;;;
6666;6687;river;0;English River Post - Ogoki;;;;;;
6666;6674;river;0;English River Post - Savant Lake;;;;;;
6674;6676;river;0;Savant Lake - Big Trout Lake;;;;;;
6671;6667;river;0;Fraserdale - Moosonee;;;;;;
6671;6690;river;0;Fraserdale - Kapuskasing;;;;;;
6690;2729;river;0;Kapuskasing - Timmins;;;;;;
6690;6692;river;0;Kapuskasing - Haileybury;;;;;;
6692;6688;river;0;Haileybury - Chapleau;;;;;;
6697;2722;river;0;Windsor - Flint;;;;;;
6697;616;river;0;Windsor - Detroit;;;;;;
590;612;river;0;Hamilton, ON - Buffalo;;;;;;
6609;6629;river;0;Ville-Marie - Senneterre;;;;;;
6609;6608;river;0;Ville-Marie - Rouyn;;;;;;
6609;6692;river;0;Ville-Marie - Haileybury;;;;;;
6609;6691;river;0;Ville-Marie - North Bay;;;;;;
6609;6703;river;0;Ville-Marie - Pembroke;;;;;;
6610;6703;river;0;Hull, QC - Pembroke;;;;;;
6610;588;river;0;Hull, QC - Ottawa;;;;;;
6610;2733;river;0;Hull, QC - Gatineau;;;;;;
6628;6630;river;0;Maniwaki - Mont-Laurier;;;;;;
6628;2733;river;0;Maniwaki - Gatineau;;;;;;
2733;588;river;0;Gatineau - Ottawa;;;;;;
2733;6701;river;0;Gatineau - Cornwall;;;;;;
2733;585;river;0;Gatineau - Montréal;;;;;;
585;6631;river;0;Montréal - Joliette;;;;;;
585;2734;river;0;Montréal - Longueuil;;;;;;
2734;6701;river;0;Longueuil - Cornwall;;;;;;
2734;6642;river;0;Longueuil - Drummondville;;;;;;
2734;6631;river;0;Longueuil - Joliette;;;;;;
6642;2691;river;0;Drummondville - Plattsburgh;;;;;;
6642;6631;river;0;Drummondville - Joliette;;;;;;
6631;6641;river;0;Joliette - Levis;;;;;;
6641;6626;river;0;Levis - Trois-Rivieres;;;;;;
6641;574;river;0;Levis - Québec;;;;;;
6624;6625;river;0;Dolbeau - Roberval;;;;;;
6624;6623;river;0;Dolbeau - Labrecque;;;;;;
6623;2732;river;0;Labrecque - Saguenay;;;;;;
6634;2732;river;0;Les Escoumins - Saguenay;;;;;;
6634;6632;river;0;Les Escoumins - Baie-Saint-Paul;;;;;;
6634;2736;river;0;Les Escoumins - Baie-Comeau;;;;;;
2736;6633;river;0;Baie-Comeau - Sept-Iles;;;;;;
6633;6637;river;0;Sept-Iles - Havre-Saint-Pierre;;;;;;
6637;6636;river;0;Havre-Saint-Pierre - Netagamu River;;;;;;
6636;6635;river;0;Netagamu River - Harrington Harbour;;;;;;
6619;6620;river;0;Nitchequon - Mistissini;;;;;;
6619;6622;river;0;Nitchequon - Nemiscau;;;;;;
6619;6606;river;0;Nitchequon - Fort Rupert;;;;;;
6606;6605;river;0;Fort Rupert - Fort George;;;;;;
6618;564;river;0;Illutaliviniq - Fort Chimo;;;;;;
564;6615;river;0;Fort Chimo - Aupaluk;;;;;;
6615;6616;river;0;Aupaluk - Kangiqsujuaq;;;;;;
6649;575;river;0;Hebron - Nain;;;;;;
6652;6647;river;0;Michikamau Lake - North West River;;;;;;
6652;6653;river;0;Michikamau Lake - Hamilton River;;;;;;
6653;6647;river;0;Hamilton River - North West River;;;;;;
6599;6368;river;0;Edmundston - Caribou;;;;;;
6599;580;river;0;Edmundston - Fredericton;;;;;;
6600;580;river;0;Nackawic - Fredericton;;;;;;
6600;6601;river;0;Nackawic - Oromocto;;;;;;
6601;6604;river;0;Oromocto - Saint John;;;;;;
;;;;;;;;;;
# USA;;;;;;;;;;
6109;6091;river;0;Hillsboro - Aberdeen, WA;;;;;;
6109;6092;river;0;Hillsboro - Longview, WA;;;;;;
6092;783;river;0;Longview, WA - Portland, OR;;;;;;
6092;6111;river;0;Longview, WA - The Dalles;;;;;;
6093;6111;river;0;Goldendale - The Dalles;;;;;;
6093;6112;river;0;Goldendale - Pendleton;;;;;;
6093;6094;river;0;Goldendale - Walla Walla;;;;;;
6093;6100;river;0;Goldendale - Pasco;;;;;;
779;6100;river;0;Yakima - Pasco;;;;;;
779;6101;river;0;Yakima - Ephrata;;;;;;
6101;6097;river;0;Ephrata - Wenatchee;;;;;;
6101;6096;river;0;Ephrata - Republic;;;;;;
6096;6095;river;0;Republic - Colville;;;;;;
6096;6097;river;0;Republic - Wenatchee;;;;;;
6094;6100;river;0;Walla Walla - Pasco;;;;;;
6094;2365;river;0;Walla Walla - Spokane;;;;;;
6094;2676;river;0;Walla Walla - Lewiston;;;;;;
6102;2676;river;0;La Grande - Lewiston;;;;;;
6102;6188;river;0;La Grande - Salmon;;;;;;
6102;6189;river;0;La Grande - Payette;;;;;;
6103;6189;river;0;Vale - Payette;;;;;;
6103;776;river;0;Vale - Boise;;;;;;
6188;2676;river;0;Salmon - Lewiston;;;;;;
6188;6197;river;0;Salmon - Grangeville;;;;;;
6188;6196;river;0;Salmon - Leadore;;;;;;
6190;776;river;0;Twin Falls - Boise;;;;;;
6190;6192;river;0;Twin Falls - Mountain Home;;;;;;
6190;6191;river;0;Twin Falls - Hailey;;;;;;
6195;6191;river;0;Preston - Hailey;;;;;;
6195;6193;river;0;Preston - Saint Anthony;;;;;;
6193;6194;river;0;Saint Anthony - Pocatello;;;;;;
6193;770;river;0;Saint Anthony - Idaho Falls;;;;;;
6205;6204;river;0;Dodson - Shelby;;;;;;
6205;6203;river;0;Dodson - Fort Peck;;;;;;
6202;6203;river;0;Scobey - Fort Peck;;;;;;
6202;6198;river;0;Scobey - Circle;;;;;;
6202;6286;river;0;Scobey - Watford City;;;;;;
6203;6198;river;0;Fort Peck - Circle;;;;;;
6203;6199;river;0;Fort Peck - Jordan;;;;;;
6203;6207;river;0;Fort Peck - Lewistown;;;;;;
6204;6207;river;0;Shelby - Lewistown;;;;;;
6204;2377;river;0;Shelby - Great Falls;;;;;;
2377;6210;river;0;Great Falls - Conrad;;;;;;
2377;2367;river;0;Great Falls - Helena;;;;;;
6206;2367;river;0;Bozeman - Helena;;;;;;
6206;6208;river;0;Bozeman - Dillon;;;;;;
6198;6286;river;0;Circle - Watford City;;;;;;
6201;6198;river;0;Glendive - Circle;;;;;;
6198;701;river;0;Circle - Miles City;;;;;;
6199;701;river;0;Jordan - Miles City;;;;;;
6199;6200;river;0;Jordan - Hysham;;;;;;
705;6200;river;0;Billings - Hysham;;;;;;
705;6220;river;0;Billings - Worland;;;;;;
6220;2679;river;0;Worland - Cody;;;;;;
6220;6222;river;0;Worland - Dubois;;;;;;
6222;6219;river;0;Dubois - Wolton;;;;;;
6216;6218;river;0;Fayette - Afton;;;;;;
6216;6215;river;0;Fayette - Evanston;;;;;;
732;6215;river;0;Rock Springs - Evanston;;;;;;
732;6158;river;0;Rock Springs - Provo;;;;;;
704;6223;river;0;Casper - Lander;;;;;;
704;6219;river;0;Casper - Wolton;;;;;;
704;6213;river;0;Casper - Douglas;;;;;;
2677;6213;river;0;Cheyenne - Douglas;;;;;;
2677;6315;river;0;Cheyenne - Alliance;;;;;;
6130;6129;river;0;Woodland - Stockton;;;;;;
6130;764;river;0;Woodland - Sacramento;;;;;;
6130;6131;river;0;Woodland - Chico;;;;;;
6131;1971;river;0;Chico - Redding;;;;;;
6131;6133;river;0;Chico - Alturas;;;;;;
6133;6115;river;0;Alturas - Susanville;;;;;;
6129;6128;river;0;Stockton - Oakland;;;;;;
6129;763;river;0;Stockton - Fresno;;;;;;
6117;763;river;0;El Portal - Fresno;;;;;;
6117;6124;river;0;El Portal - Porterville;;;;;;
6121;6145;river;0;El Centro - Yuma;;;;;;
6120;6145;river;0;Needles - Yuma;;;;;;
6120;6156;river;0;Needles - Parker;;;;;;
6120;6153;river;0;Needles - Kingman;;;;;;
6153;734;river;0;Kingman - Las Vegas;;;;;;
6153;6152;river;0;Kingman - Fredonia;;;;;;
6152;731;river;0;Fredonia - Flagstaff;;;;;;
6152;6151;river;0;Fredonia - Tuba;;;;;;
6151;6163;river;0;Tuba - Panguitch;;;;;;
6151;731;river;0;Tuba - Flagstaff;;;;;;
6150;731;river;0;Holbrook - Flagstaff;;;;;;
6150;6149;river;0;Holbrook - Saint Johns;;;;;;
6156;6145;river;0;Parker - Yuma;;;;;;
6156;6146;river;0;Parker - Gila Bend;;;;;;
6146;728;river;0;Gila Bend - Phoenix;;;;;;
6146;6155;river;0;Gila Bend - Globe;;;;;;
6155;6147;river;0;Globe - Douglas;;;;;;
2678;6163;river;0;Moab - Panguitch;;;;;;
2678;6162;river;0;Moab - Manti;;;;;;
2678;6157;river;0;Moab - Dragon;;;;;;
6157;6173;river;0;Dragon - Montrose;;;;;;
6157;6162;river;0;Dragon - Manti;;;;;;
6157;6158;river;0;Dragon - Provo;;;;;;
6158;708;river;0;Provo - Grand Junction;;;;;;
708;6173;river;0;Grand Junction - Montrose;;;;;;
6170;6172;river;0;Alamosa - Gunnison;;;;;;
6170;6169;river;0;Alamosa - Walsenburg;;;;;;
6170;6174;river;0;Alamosa - Raton;;;;;;
6171;6172;river;0;Leadville - Gunnison;;;;;;
6171;6169;river;0;Leadville - Walsenburg;;;;;;
6169;709;river;0;Walsenburg - Colorado Springs;;;;;;
6169;712;river;0;Walsenburg - Pueblo;;;;;;
712;6168;river;0;Pueblo - La Junta;;;;;;
712;6241;river;0;Pueblo - Liberal;;;;;;
6182;6174;river;0;Los Alamos - Raton;;;;;;
6182;725;river;0;Los Alamos - Santa Fe;;;;;;
6182;727;river;0;Los Alamos - Albuquerque;;;;;;
727;6181;river;0;Albuquerque - Grants;;;;;;
727;6180;river;0;Albuquerque - Socorro;;;;;;
6185;6180;river;0;Crocker - Socorro;;;;;;
6185;6179;river;0;Crocker - Deming;;;;;;
6177;6179;river;0;Las Cruces - Deming;;;;;;
6177;6178;river;0;Las Cruces - Hermanas;;;;;;
6178;718;river;0;Hermanas - El Paso;;;;;;
6184;725;river;0;Mora - Santa Fe;;;;;;
6184;727;river;0;Mora - Albuquerque;;;;;;
6175;727;river;0;Clovis - Albuquerque;;;;;;
6175;724;river;0;Clovis - Roswell;;;;;;
6176;724;river;0;Lovington - Roswell;;;;;;
6176;6177;river;0;Lovington - Las Cruces;;;;;;
6176;6260;river;0;Lovington - Pecos;;;;;;
6241;6236;river;0;Liberal - Garden City;;;;;;
6241;6237;river;0;Liberal - Dodge City;;;;;;
6239;6237;river;0;Pratt - Dodge City;;;;;;
6239;2681;river;0;Pratt - Salina;;;;;;
6240;2681;river;0;Wellington, KS - Salina;;;;;;
6240;2680;river;0;Wellington, KS - Wichita;;;;;;
6240;6227;river;0;Wellington, KS - Pawhuska;;;;;;
792;6359;river;0;Kansas City, KS - Maryville;;;;;;
792;690;river;0;Kansas City, KS - Saint Joseph;;;;;;
792;6363;river;0;Kansas City, KS - Kansas City, MO;;;;;;
6227;6228;river;0;Pawhuska - Enid;;;;;;
6227;6226;river;0;Pawhuska - Muskogee;;;;;;
2682;6226;river;0;Tulsa - Muskogee;;;;;;
2682;6229;river;0;Tulsa - McAlester;;;;;;
2682;6283;river;0;Tulsa - Fort Smith;;;;;;
6226;6229;river;0;Muskogee - McAlester;;;;;;
6226;6230;river;0;Muskogee - Ardmore;;;;;;
793;6230;river;0;Oklahoma City - Ardmore;;;;;;
793;713;river;0;Oklahoma City - Lawton;;;;;;
713;6225;river;0;Lawton - Woodward;;;;;;
713;6251;river;0;Lawton - Dalhart;;;;;;
6251;6250;river;0;Dalhart - Pampa;;;;;;
6251;721;river;0;Dalhart - Amarillo;;;;;;
6249;721;river;0;Plainview - Amarillo;;;;;;
6249;6250;river;0;Plainview - Pampa;;;;;;
6248;6250;river;0;Vernon - Pampa;;;;;;
6248;713;river;0;Vernon - Lawton;;;;;;
6246;713;river;0;Wichita Falls - Lawton;;;;;;
6246;6230;river;0;Wichita Falls - Ardmore;;;;;;
6247;6230;river;0;Denton - Ardmore;;;;;;
2713;6230;river;0;Plano - Ardmore;;;;;;
2713;6229;river;0;Plano - McAlester;;;;;;
6245;6229;river;0;Longview, TX - McAlester;;;;;;
6245;6280;river;0;Longview, TX - Texarkana;;;;;;
6245;715;river;0;Longview, TX - Dallas;;;;;;
6245;711;river;0;Longview, TX - Tyler;;;;;;
6245;6244;river;0;Longview, TX - Nacogdoches;;;;;;
6244;681;river;0;Nacogdoches - Shreveport;;;;;;
6243;681;river;0;Lufkin - Shreveport;;;;;;
6243;6277;river;0;Lufkin - Alexandria;;;;;;
6243;6272;river;0;Lufkin - Lake Charles;;;;;;
6272;6242;river;0;Lake Charles - Beaumont;;;;;;
6264;6260;river;0;Odessa - Pecos;;;;;;
6264;6259;river;0;Odessa - Fort Stockton;;;;;;
6259;6263;river;0;Fort Stockton - Del Rio;;;;;;
6258;6252;river;0;Snyder - Lamesa;;;;;;
6258;2716;river;0;Snyder - Midland;;;;;;
6258;6253;river;0;Snyder - San Angelo;;;;;;
6253;6256;river;0;San Angelo - Brownwood;;;;;;
6253;6254;river;0;San Angelo - Killeen;;;;;;
6265;6254;river;0;Mason - Killeen;;;;;;
6265;686;river;0;Mason - Austin;;;;;;
6270;686;river;0;Victoria, TX - Austin;;;;;;
6270;6271;river;0;Victoria, TX - Bay City;;;;;;
6248;6258;river;0;Vernon - Snyder;;;;;;
6248;6255;river;0;Vernon - Abilene;;;;;;
6246;6255;river;0;Wichita Falls - Abilene;;;;;;
6246;6257;river;0;Wichita Falls - Stephenville;;;;;;
2712;6257;river;0;Fort Worth - Stephenville;;;;;;
2712;2715;river;0;Fort Worth - Waco;;;;;;
2715;6267;river;0;Waco - Corsicana;;;;;;
2715;6266;river;0;Waco - Bryan;;;;;;
6266;686;river;0;Bryan - Austin;;;;;;
6266;6271;river;0;Bryan - Bay City;;;;;;
6271;716;river;0;Bay City - Houston;;;;;;
6282;6283;river;0;Fayetteville - Fort Smith;;;;;;
6282;683;river;0;Fayetteville - Little Rock;;;;;;
6278;683;river;0;North Little Rock - Little Rock;;;;;;
6278;6281;river;0;North Little Rock - Pine Bluff;;;;;;
6278;6427;river;0;North Little Rock - Greenville, MS;;;;;;
6427;6281;river;0;Greenville, MS - Pine Bluff;;;;;;
6279;6427;river;0;Forrest City - Greenville, MS;;;;;;
6279;2259;river;0;Forrest City - Clarksdale;;;;;;
6279;673;river;0;Forrest City - Memphis;;;;;;
684;673;river;0;Jonesboro - Memphis;;;;;;
684;6451;river;0;Jonesboro - Dyersburg;;;;;;
6280;681;river;0;Texarkana - Shreveport;;;;;;
681;6276;river;0;Shreveport - Bossier City;;;;;;
681;6275;river;0;Shreveport - Pineville;;;;;;
6275;6277;river;0;Pineville - Alexandria;;;;;;
6275;680;river;0;Pineville - Lafayette;;;;;;
680;6274;river;0;Lafayette - Baton Rouge;;;;;;
680;679;river;0;Lafayette - New Orleans;;;;;;
679;6273;river;0;New Orleans - Thibodaux;;;;;;
6275;6274;river;0;Pineville - Baton Rouge;;;;;;
6275;6426;river;0;Pineville - Natchez;;;;;;
682;6426;river;0;Monroe - Natchez;;;;;;
682;6427;river;0;Monroe - Greenville, MS;;;;;;
6286;6289;river;0;Watford City - Williston;;;;;;
6286;6285;river;0;Watford City - Minot;;;;;;
2683;6285;river;0;Mandan - Minot;;;;;;
2683;699;river;0;Mandan - Bismarck;;;;;;
2683;6304;river;0;Mandan - Gettysburg;;;;;;
6291;6345;river;0;Grand Fork - Thief River Falls;;;;;;
6291;6346;river;0;Grand Fork - Crookston;;;;;;
698;6346;river;0;Fargo - Crookston;;;;;;
698;2684;river;0;Fargo - Moorhead;;;;;;
6293;2684;river;0;Wahpeton - Moorhead;;;;;;
6303;2684;river;0;Aberdeen, SD - Moorhead;;;;;;
6303;6336;river;0;Aberdeen, SD - Willmar;;;;;;
788;6336;river;0;Sioux Falls - Willmar;;;;;;
788;6299;river;0;Sioux Falls - Huron;;;;;;
788;6302;river;0;Sioux Falls - Yankton;;;;;;
6302;6355;river;0;Yankton - Cherokee;;;;;;
6302;6356;river;0;Yankton - Sioux City;;;;;;
6302;790;river;0;Yankton - Omaha;;;;;;
6302;6311;river;0;Yankton - O'Neill;;;;;;
6300;6311;river;0;Mitchell - O'Neill;;;;;;
6300;6301;river;0;Mitchell - Winner;;;;;;
6300;6294;river;0;Mitchell - Philip;;;;;;
6294;6305;river;0;Philip - Pierre;;;;;;
