#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;==========;==========;X
#AI.txt;;;;;;;;;;;X
EVT_2400151_NAME;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;;;X
EVT_203115_ACTA;Purge the traitors;Purge the traitors;Purge the traitors;Purge the traitors;Purge the traitors;Purge the traitors;Purge the traitors;Purge the traitors;;;X
EVT_2003041_NAME;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;;;X
EVT_2003041_DESC;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;;;X
EVT_2003052_NAME;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;Eastern Collaborationist Forces 1;;;X
EVT_2003052_DESC;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;At the beginning of Operation Barbarossa, Adolf Hitler reluctantly agreed to allow recruitment of Soviet citizens in the Rear Areas of the Wehrmacht. Most were recruited from the POW camps and already had both training and experience, although it was considered subpar by German standards and their reliability was often questionable. In a short period of time, many such volunteers were moved to frontline combat units and fought side by side with the German Army. To avoid possible concentrated resistance, these ethnic formations known to the Germans as 'Osttruppen' and 'Hiwis' tended to be split among a mosaic of different units both under the Wehrmacht and under Waffen SS. Towards the end of the war, in attempt to boost non-German recruitment as well as morale of existing Eastern troops, Berlin authorized to begin consolidating ethnic units into larger formations with clear political and ethnic orientations such as the Russian Liberation Army and Ukrainian Liberation Army, both of which, however, still performed rather poorly in combat.;;;X
EVT_2007051_ACTA;Good riddance!;Good riddance!;Good riddance!;Good riddance!;Good riddance!;Good riddance!;Good riddance!;Good riddance!;;;X
EVT_2088001_NAME;Tannu Tuva becomes a Soviet republic;Tannu Tuva becomes a Soviet republic;Tannu Tuva becomes a Soviet republic;Tannu Tuva becomes a Soviet republic;Tannu Tuva becomes a Soviet republic;Tannu Tuva becomes a Soviet republic;Tannu Tuva becomes a Soviet republic;Tannu Tuva becomes a Soviet republic;;;X
EVT_2088001_DESC;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;Tuvan integration with USSR intensified during the war. The written language was changed to Cyrillic, the flag and emblem were changed to the same style as various Soviet regions, and virtually all remaining opposition to Stalinist policy was eradicated. The Mongolian designs on the territory held by Tuva also intisified the desire of the Tuvan elites to integrate into the USSR as a way to ensure security. Finally, under the rule of General Secretary Salchak Toka and his wife, Head of State Khertek Anchimaa-Toka, Tuva became part of the USSR and RSFSR.;;;X
EVT_2030019_NAME;The Continuation War;The Continuation War;The Continuation War;The Continuation War;The Continuation War;The Continuation War;The Continuation War;The Continuation War;;;X
EVT_2030019_DESC;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;Following the defeat in Winter War, much of the Finnish population favored the government's policy of pursuing the reconquest of the territory ceded to the Soviet Union. However, the Finns were simultaneously weary of joining a clearly offensive war against the Soviet Union on the German side without a clear cause, as the continued war would inevitably put significant strain on Finland's modest economy and demography, and even more so, because joining this war would put Finland firmly in the German camp and therefore make it an enemy of Great Britain and other Allied powers. In attempt to alleviate those fears, the Finnish Army deliberately abstained from joining the German offensive operations for the first couple of weeks of the war, effectively allowing the USSR to make the first move. Only after the Soviets had repeatedly bombed Finnish cities and caused significant civilian losses, and as the German invasion clearly showed signs of early success, the Finns decided to declare war and commence offensive operations of their own.;;;X
EVT_2030019_ACTA;Let them make the first move;Let them make the first move;Let them make the first move;Let them make the first move;Let them make the first move;Let them make the first move;Let them make the first move;Let them make the first move;;;X
EVT_2030019_ACTB;Attack immediately to catch them off guard!;Attack immediately to catch them off guard!;Attack immediately to catch them off guard!;Attack immediately to catch them off guard!;Attack immediately to catch them off guard!;Attack immediately to catch them off guard!;Attack immediately to catch them off guard!;Attack immediately to catch them off guard!;;;X
EVT_2030021_ACTA;Inquire about their conditions;Inquire about their conditions;Inquire about their conditions;Inquire about their conditions;Inquire about their conditions;Inquire about their conditions;Inquire about their conditions;Inquire about their conditions;;;X
EVT_2030021_ACTB;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;;;X
EVT_2030022_ACTA;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;Keep fighting;;;X
EVT_2030023_NAME;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;;;X
EVT_2030023_DESC;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;The Moscow Armistice was signed between Finland on one side and the Soviet Union and United Kingdom on the other, ending the Continuation War. The Armistice restored the Moscow Peace Treaty of 1940, with a number of modifications. One of the conditions of the armistice stated that Finland had to take every measure to expell the remaining German troops from its territory. The Wehrmacht had anticipated this turn of events and planned an organised withdrawal to German-occupied Norway, as part of Operation Birch. Despite a failed offensive landing operation by Germany in the Gulf of Finland, the evacuation proceeded peacefully at first. The Finns escalated the situation into warfare on 28 September after Soviet pressure to adhere to the terms of the armistice.;;;X
EVT_2030023_ACTA;Traitors and cowards!;Traitors and cowards!;Traitors and cowards!;Traitors and cowards!;Traitors and cowards!;Traitors and cowards!;Traitors and cowards!;Traitors and cowards!;;;X
EVT_2030024_NAME;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;The Lapland War;;;X
